2940,0,11,1120,
2930,0,11,1090,
2920,0,11,1060,
2910,0,11,1030,
2900,0,11,1000,
2890,0,11,970,
2880,0,11,940,
2870,0,11,910,
2860,0,11,880,
2850,0,11,850,
2840,0,11,820,
2830,0,11,790,
2820,0,11,760,
2810,0,11,730,
2800,0,11,700,
2790,0,11,670,
2780,0,11,640,
2770,0,11,610,
2760,0,11,580,
2750,0,11,550,
2740,0,11,520,
2730,0,11,490,
2720,0,11,460,
2710,0,11,430,
2700,0,11,400,
2530,0,7,770,
2450,0,7,660,
2450,0,7,890,
2410,0,7,770,
2350,0,5,780,
2350,0,5,730,
2350,0,5,820,
2340,0,5,780,
2340,0,5,730,
2340,0,5,820,
2330,0,5,780,
2330,0,5,730,
2330,0,5,820,
2320,0,5,780,
2320,0,5,730,
2320,0,5,820,
2310,0,5,780,
2310,0,5,730,
2310,0,5,820,
2300,0,5,780,
2300,0,5,820,
2300,0,5,730,
2220,0,10,1050,
2200,0,10,1010,
2200,0,6,590,
2180,0,10,970,
2160,0,10,930,
2140,0,10,890,
2120,0,10,850,
2100,0,10,810,
2080,0,10,770,
2060,0,10,730,
2040,0,10,690,
2020,0,10,650,
2000,0,6,940,
2000,0,10,610,
1980,0,10,570,
1960,0,10,530,
1910,0,11,400,
1910,0,11,500,
1900,0,11,1060,
1900,0,11,1170,
1810,0,0,780,
1810,0,0,760,
1810,0,0,800,
1810,0,0,740,
1810,0,0,720,
1810,0,0,900,
1810,0,0,920,
1810,0,0,620,
1810,0,0,600,
1810,0,0,580,
1810,0,0,560,
1810,0,0,940,
1810,0,0,960,
1520,0,9,730,
1520,0,9,840,
1480,0,2,890,
1480,0,2,680,
1440,0,5,460,
1430,0,5,1090,
1430,0,5,460,
1420,0,5,1090,
1420,0,5,460,
1410,0,5,1090,
1410,0,5,460,
1400,0,5,1090,
1400,0,1,1060,
1400,0,5,460,
1390,0,5,1090,
1390,0,5,460,
1380,0,5,1090,
1380,0,5,460,
1370,0,5,1090,
1370,0,5,460,
1360,0,5,1090,
1330,0,4,770,
1330,0,4,850,
1330,0,4,930,
1330,0,4,610,
1330,0,4,690,
1330,0,4,1000,
1280,0,4,790,
1280,0,4,710,
1280,0,4,870,
1280,0,4,630,
1280,0,4,960,
1180,0,10,870,
1180,0,10,710,
1180,0,0,770,
1150,0,6,560,
1150,0,6,1010,
1140,0,10,750,
1140,0,10,830,
1100,0,10,790,
1050,0,3,1070,
1030,0,3,730,
990,0,3,480,
960,0,9,400,
960,0,9,1160,
920,0,11,790,
920,0,11,950,
920,0,11,1110,
920,0,11,610,
920,0,11,420,
660,0,8,890,
660,0,8,590,
660,0,8,570,
660,0,8,610,
660,0,8,550,
660,0,8,630,
660,0,8,530,
660,0,8,650,
660,0,8,910,
660,0,8,930,
660,0,8,950,
660,0,8,970,
660,0,8,990,
660,0,8,1010,
600,0,8,750,
600,0,8,730,
600,0,8,710,
600,0,8,770,
600,0,8,790,
600,0,8,810,
600,0,8,830,
590,0,10,1130,
590,0,10,460,
590,0,2,590,
590,0,2,960,
480,0,5,820,
480,0,5,720,
290,0,11,640,
290,0,9,1150,
290,0,9,420,
290,0,11,900,
210,0,4,610,
200,0,4,920,
60,0,2,650,
60,0,2,870,
50,0,6,570,
50,0,6,960,
