5440,1,3,780,
5440,1,3,760,
5440,1,3,800,
5440,1,3,740,
5440,1,3,820,
5440,1,3,720,
5440,1,3,840,
5440,1,3,700,
5440,1,3,860,
5440,1,3,680,
5440,1,3,880,
5440,1,3,660,
5440,1,3,900,
5440,1,3,640,
5440,1,3,920,
5440,1,3,620,
5440,1,3,940,
5440,1,3,600,
5440,1,3,960,
5420,1,3,780,
5420,1,3,760,
5420,1,3,800,
5420,1,3,740,
5420,1,3,820,
5420,1,3,720,
5420,1,3,840,
5420,1,3,700,
5420,1,3,860,
5420,1,3,680,
5420,1,3,880,
5420,1,3,660,
5420,1,3,900,
5420,1,3,640,
5420,1,3,920,
5420,1,3,620,
5420,1,3,940,
5420,1,3,600,
5420,1,3,960,
5400,1,3,780,
5400,1,3,760,
5400,1,3,800,
5400,1,3,740,
5400,1,3,820,
5400,1,3,720,
5400,1,3,840,
5400,1,3,700,
5400,1,3,860,
5400,1,3,680,
5400,1,3,880,
5400,1,3,660,
5400,1,3,900,
5400,1,3,640,
5400,1,3,920,
5400,1,3,620,
5400,1,3,940,
5400,1,3,600,
5400,1,3,960,
5190,0,6,530,
5190,0,6,800,
5180,0,6,1060,
5160,0,3,1170,
5130,0,11,670,
5130,0,11,560,
5130,0,11,910,
5130,0,11,1030,
5110,0,1,1000,
5110,0,0,780,
5090,0,10,430,
5090,0,10,1130,
5050,0,9,520,
5050,0,9,620,
5050,0,9,750,
5050,0,9,850,
5050,0,9,1070,
5050,0,9,970,
5020,0,7,680,
5020,0,7,890,
4990,0,5,800,
4990,0,5,780,
4990,0,5,820,
4990,0,5,760,
4990,0,5,840,
4990,0,5,740,
4990,0,5,860,
4960,0,2,650,
4960,0,2,630,
4960,0,2,670,
4960,0,2,940,
4960,0,2,920,
4960,0,2,960,
4910,0,4,510,
4910,0,4,490,
4910,0,4,530,
4910,0,4,470,
4910,0,4,550,
4910,0,4,450,
4910,0,4,570,
4910,0,4,1040,
4910,0,4,1020,
4910,0,4,1060,
4910,0,4,1000,
4910,0,4,1080,
4910,0,4,1100,
4910,0,4,1120,
4880,0,8,800,
4880,0,8,780,
4880,0,8,820,
4880,0,8,760,
4880,0,8,840,
4880,0,8,740,
4880,0,8,860,
4880,0,8,720,
4880,0,8,880,
4840,0,3,430,
4810,0,10,580,
4810,0,10,1000,
4810,0,10,800,
4760,0,1,630,
4720,0,6,460,
4720,0,6,1120,
4720,0,6,1090,
4720,0,6,490,
4710,0,0,780,
4710,0,0,710,
4710,0,0,850,
4660,1,6,1080,
4650,0,5,650,
4650,0,5,900,
4650,1,6,520,
4640,0,9,400,
4640,0,9,1170,
4640,0,2,790,
4570,0,7,580,
4570,0,7,940,
4560,0,4,790,
4550,1,8,1140,
4540,0,8,850,
4540,0,8,730,
4540,1,8,430,
4520,0,8,820,
4520,0,8,760,
4520,0,4,530,
4520,0,4,1020,
4500,0,8,790,
4500,1,6,680,
4500,1,6,940,
4270,0,11,770,
4270,0,11,800,
4240,0,9,810,
4240,0,9,760,
4220,0,9,730,
4220,0,9,840,
4200,0,9,870,
4200,0,9,700,
4180,0,9,900,
4180,0,9,670,
4170,1,2,780,
4170,1,2,810,
4160,0,9,640,
4160,0,9,930,
4140,0,9,610,
4140,0,9,960,
4120,0,9,580,
4120,0,9,990,
4100,0,9,550,
4100,0,9,1020,
4080,0,9,520,
4080,0,9,1050,
4060,0,9,490,
4060,0,9,1080,
4040,0,9,460,
4040,0,9,1110,
4020,0,9,430,
4020,0,9,1140,
4000,0,9,400,
4000,0,9,1170,
3900,0,6,920,
3890,0,6,710,
3870,0,6,520,
3800,0,1,800,
3790,0,6,1060,
3780,0,6,670,
3720,0,6,870,
3690,0,6,490,
3640,0,6,680,
3640,0,6,1090,
3480,0,3,1110,
3450,0,3,500,
3420,0,10,780,
3410,0,10,780,
3400,0,10,780,
3390,0,10,780,
3380,0,10,780,
3370,0,10,780,
3360,0,10,780,
3350,0,10,780,
3340,0,10,780,
3330,0,10,780,
3320,0,10,780,
3310,0,10,780,
3300,0,3,1100,
3300,0,10,780,
3290,0,10,780,
3280,0,10,780,
3270,0,10,780,
3160,0,11,400,
3160,0,11,500,
